Ano,Mes,regionName,regionId,CantidadUnidades,ValorMilespesos,Toneladas,Mes2,dia,date,percent
2010,Octubre,Huila,5,7058670,63148909,7059,10,01,2010-10-10,63148909
2010,Noviembre,Huila,5,8851847,83500031,8852,11,01,2010-11-11,83500031
2010,Diciembre,Huila,5,12381791,126471372,12382,12,01,2010-12-12,126471372
2011,Enero,Huila,5,10531494,108231906,10531,01,01,2011-01-01,108231906
2011,Febrero,Huila,5,7190081,77540051,7190,02,01,2011-02-02,77540051
2011,Marzo,Huila,5,8499692,100382358,8500,03,01,2011-03-03,100382358
2011,Abril,Huila,5,6470653,73371523,6471,04,01,2011-04-04,73371523
2011,Mayo,Huila,5,3438491,38738843,3438,05,01,2011-05-05,38738843
2011,Junio,Huila,5,5428470,61822436,5428,06,01,2011-06-06,61822436
2011,Julio,Huila,5,4677990,52643509,4678,07,01,2011-07-07,52643509
2011,Agosto,Huila,5,5368701,61922655,5369,08,01,2011-08-08,61922655
2011,Septiembre,Huila,5,5522460,66416471,5522,09,01,2011-09-09,66416471
2011,Octubre,Huila,5,6091011,73385350,6091,10,01,2011-10-10,73385350
2011,Noviembre,Huila,5,7371635,85515116,7372,11,01,2011-11-11,85515116
2011,Diciembre,Huila,5,10334045,119750492,10334,12,01,2011-12-12,119750492
2012,Enero,Huila,5,5392136,62617343,5392,01,01,2012-01-01,62617343
2012,Febrero,Huila,5,5451569,57245325,5452,02,01,2012-02-02,57245325
2012,Marzo,Huila,5,5833777,55348266,5834,03,01,2012-03-03,55348266
2012,Abril,Huila,5,3280366,30942437,3280,04,01,2012-04-04,30942437
2012,Mayo,Huila,5,4303715,40015596,4304,05,01,2012-05-05,40015596
2012,Junio,Huila,5,4339778,36850669,4340,06,01,2012-06-06,36850669
2012,Julio,Huila,5,5922611,49088639,5923,07,01,2012-07-07,49088639
2012,Agosto,Huila,5,7018625,59526943,7019,08,01,2012-08-08,59526943
2012,Septiembre,Huila,5,5042018,40733780,5042,09,01,2012-09-09,40733780
2012,Octubre,Huila,5,7847633,62240227,7848,10,01,2012-10-10,62240227
2012,Noviembre,Huila,5,7014490,56295592,7014,11,01,2012-11-11,56295592
2012,Diciembre,Huila,5,6439453,50358609,6439,12,01,2012-12-12,50358609
2013,Enero,Huila,5,8102702,62691235,8103,01,01,2013-01-01,62691235
2013,Febrero,Huila,5,7550009,54829198,7550,02,01,2013-02-02,54829198
2013,Marzo,Huila,5,5155926,36540473,5156,03,01,2013-03-03,36540473
2013,Abril,Huila,5,6028688,41947948,6029,04,01,2013-04-04,41947948
2013,Mayo,Huila,5,8279315,58362835,8279,05,01,2013-05-05,58362835
2013,Junio,Huila,5,5849961,40868405,5850,06,01,2013-06-06,40868405
2013,Julio,Huila,5,7696596,50894092,7697,07,01,2013-07-07,50894092
2013,Agosto,Huila,5,8996436,58075909,8996,08,01,2013-08-08,58075909
2013,Septiembre,Huila,5,7791750,49792760,7792,09,01,2013-09-09,49792760
2013,Octubre,Huila,5,9338462,58802590,9338,10,01,2013-10-10,58802590
2013,Noviembre,Huila,5,9644801,57002536,9645,11,01,2013-11-11,57002536
2013,Diciembre,Huila,5,11476855,65991258,11477,12,01,2013-12-12,65991258
2014,Enero,Huila,5,8587167,48758839,8587,01,01,2014-01-01,48758839
2014,Febrero,Huila,5,9150170,66758405,9150,02,01,2014-02-02,66758405
2014,Marzo,Huila,5,7718782,52446610,7719,03,01,2014-03-03,52446610
2014,Abril,Huila,5,7561991,52873838,7562,04,01,2014-04-04,52873838
2014,Mayo,Huila,5,6093814,45464204,6094,05,01,2014-05-05,45464204
2014,Junio,Huila,5,7242925,58805163,7243,06,01,2014-06-06,58805163
2014,Julio,Huila,5,9087955,74745526,9088,07,01,2014-07-07,74745526
2014,Agosto,Huila,5,8751771,74220405,8752,08,01,2014-08-08,74220405
2014,Septiembre,Huila,5,11447890,101352163,11448,09,01,2014-09-09,101352163
2014,Octubre,Huila,5,10287330,99369288,10287,10,01,2014-10-10,99369288
2014,Noviembre,Huila,5,8219494,80662937,8220,11,01,2014-11-11,80662937
2014,Diciembre,Huila,5,9785980,104039953,9786,12,01,2014-12-12,104039953
2015,Enero,Huila,5,9186334,95742218,9186,01,01,2015-01-01,95742218
2015,Febrero,Huila,5,10609320,106249877,10609,02,01,2015-02-02,106249877
2015,Marzo,Huila,5,8583241,87745586,8583,03,01,2015-03-03,87745586
2015,Abril,Huila,5,6664735,60168968,6665,04,01,2015-04-04,60168968
2015,Mayo,Huila,5,8308423,70314308,8308,05,01,2015-05-05,70314308
2015,Junio,Huila,5,9353393,84307782,9353,06,01,2015-06-06,84307782
2015,Julio,Huila,5,13458810,123600318,13459,07,01,2015-07-07,123600318
2015,Agosto,Huila,5,12162530,122225909,12163,08,01,2015-08-08,122225909
2015,Septiembre,Huila,5,15732035,158492687,15732,09,01,2015-09-09,158492687
2015,Octubre,Huila,5,11197924,105479771,11198,10,01,2015-10-10,105479771
2015,Noviembre,Huila,5,10237426,95685618,10237,11,01,2015-11-11,95685618
2015,Diciembre,Huila,5,11889963,122226002,11890,12,01,2015-12-12,122226002
2016,Enero,Huila,5,10520423,106244781,10520,01,01,2016-01-01,106244781
2016,Febrero,Huila,5,11064601,110522868,11065,02,01,2016-02-02,110522868
2016,Marzo,Huila,5,8460632,80012861,8461,03,01,2016-03-03,80012861
2016,Abril,Huila,5,13708161,126552578,13708,04,01,2016-04-04,126552578
2016,Mayo,Huila,5,7097674,64503017,7098,05,01,2016-05-05,64503017
2016,Junio,Huila,5,8138963,75231349,8139,06,01,2016-06-06,75231349
2016,Julio,Huila,5,7408775,70203311,7409,07,01,2016-07-07,70203311
2016,Agosto,Huila,5,7501688,73818175,7502,08,01,2016-08-08,73818175
2016,Septiembre,Huila,5,9184480,91544751,9184,09,01,2016-09-09,91544751
2016,Octubre,Huila,5,7592051,77013217,7592,10,01,2016-10-10,77013217
2016,Noviembre,Huila,5,7384888,82519286,7385,11,01,2016-11-11,82519286
2016,Diciembre,Huila,5,22084372,251906583,22084,12,01,2016-12-12,251906583
2017,Enero,Huila,5,9506221,105165874,9506,01,01,2017-01-01,105165874
2017,Febrero,Huila,5,9469592,101876865,9470,02,01,2017-02-02,101876865
2017,Marzo,Huila,5,9676685,103091429,9677,03,01,2017-03-03,103091429
2017,Abril,Huila,5,6275219,62734369,6275,04,01,2017-04-04,62734369
2017,Mayo,Huila,5,4576649,46564400,4577,05,01,2017-05-05,46564400
2017,Junio,Huila,5,4902960,50014460,4903,06,01,2017-06-06,50014460
2017,Julio,Huila,5,10295599,106070084,10296,07,01,2017-07-07,106070084
2017,Agosto,Huila,5,11575382,116381139,11575,08,01,2017-08-08,116381139
2017,Septiembre,Huila,5,14776688,148263103,14777,09,01,2017-09-09,148263103
2017,Octubre,Huila,5,12045712,121662682,12046,10,01,2017-10-10,121662682
2017,Noviembre,Huila,5,11223698,114673748,11224,11,01,2017-11-11,114673748
2017,Diciembre,Huila,5,11796606,118750612,11797,12,01,2017-12-12,118750612
2018,Enero,Huila,5,12303853,118519339,12304,01,01,2018-01-01,118519339
2018,Febrero,Huila,5,10084436,94455002,10084,02,01,2018-02-02,94455002
2018,Marzo,Huila,5,8299722,77446839,8300,03,01,2018-03-03,77446839
2018,Abril,Huila,5,6822998,60096506,6823,04,01,2018-04-04,60096506
2018,Mayo,Huila,5,8021727,73108841,8022,05,01,2018-05-05,73108841
2010,Enero,Quindio,6,1546692,12154076,1547,01,01,2010-01-01,12154076
2010,Febrero,Quindio,6,1768461,14380068,1768,02,01,2010-02-02,14380068
2010,Marzo,Quindio,6,1583010,12716975,1583,03,01,2010-03-03,12716975
2010,Abril,Quindio,6,1726474,14469328,1726,04,01,2010-04-04,14469328
2010,Mayo,Quindio,6,1706285,14723246,1706,05,01,2010-05-05,14723246
2010,Junio,Quindio,6,1832280,15174884,1832,06,01,2010-06-06,15174884
2010,Julio,Quindio,6,1772575,15194571,1773,07,01,2010-07-07,15194571
2010,Agosto,Quindio,6,1397978,11935209,1398,08,01,2010-08-08,11935209
2010,Septiembre,Quindio,6,1506883,14094761,1507,09,01,2010-09-09,14094761
2010,Octubre,Quindio,6,1675991,16488699,1676,10,01,2010-10-10,16488699
2010,Noviembre,Quindio,6,1986477,19111931,1986,11,01,2010-11-11,19111931
2010,Diciembre,Quindio,6,3219636,32212381,3220,12,01,2010-12-12,32212381
2011,Enero,Quindio,6,3550432,35505447,3550,01,01,2011-01-01,35505447
2011,Febrero,Quindio,6,2624419,28838562,2624,02,01,2011-02-02,28838562
2011,Marzo,Quindio,6,2612493,28931402,2612,03,01,2011-03-03,28931402
2011,Abril,Quindio,6,2495642,26972492,2496,04,01,2011-04-04,26972492
2011,Mayo,Quindio,6,1313439,15103678,1313,05,01,2011-05-05,15103678
2011,Junio,Quindio,6,2126938,23816622,2127,06,01,2011-06-06,23816622
2011,Julio,Quindio,6,2203504,23480507,2204,07,01,2011-07-07,23480507
2011,Agosto,Quindio,6,1620189,18516596,1620,08,01,2011-08-08,18516596
2011,Septiembre,Quindio,6,1408096,16849643,1408,09,01,2011-09-09,16849643
2011,Octubre,Quindio,6,2330846,27924280,2331,10,01,2011-10-10,27924280
2011,Noviembre,Quindio,6,2286251,26782359,2286,11,01,2011-11-11,26782359
2011,Diciembre,Quindio,6,3750289,43321529,3750,12,01,2011-12-12,43321529
2012,Enero,Quindio,6,3814598,42591560,3815,01,01,2012-01-01,42591560
2012,Febrero,Quindio,6,2007410,19789144,2007,02,01,2012-02-02,19789144
2012,Marzo,Quindio,6,3351911,31509603,3352,03,01,2012-03-03,31509603
2012,Abril,Quindio,6,2173885,19158894,2174,04,01,2012-04-04,19158894
2012,Mayo,Quindio,6,2840108,26245992,2840,05,01,2012-05-05,26245992
2012,Junio,Quindio,6,3234443,27571650,3234,06,01,2012-06-06,27571650
2012,Julio,Quindio,6,2528666,20518591,2529,07,01,2012-07-07,20518591
2012,Agosto,Quindio,6,3153024,26423625,3153,08,01,2012-08-08,26423625
2012,Septiembre,Quindio,6,3201214,25578943,3201,09,01,2012-09-09,25578943
2012,Octubre,Quindio,6,3597768,28370569,3598,10,01,2012-10-10,28370569
2012,Noviembre,Quindio,6,2288353,17245171,2288,11,01,2012-11-11,17245171
2012,Diciembre,Quindio,6,2779742,19563327,2780,12,01,2012-12-12,19563327
2013,Enero,Quindio,6,3232898,22762235,3233,01,01,2013-01-01,22762235
2013,Febrero,Quindio,6,2147515,17562093,2147,02,01,2013-02-02,17562093
2013,Marzo,Quindio,6,1753950,13338554,1754,03,01,2013-03-03,13338554
2013,Abril,Quindio,6,4451181,29560921,4451,04,01,2013-04-04,29560921
2013,Mayo,Quindio,6,4639948,29813834,4640,05,01,2013-05-05,29813834
2013,Junio,Quindio,6,4052272,28014800,4052,06,01,2013-06-06,28014800
2013,Julio,Quindio,6,6808164,43610880,6808,07,01,2013-07-07,43610880
2013,Agosto,Quindio,6,6343061,41448499,6343,08,01,2013-08-08,41448499
2013,Septiembre,Quindio,6,5746774,36652698,5747,09,01,2013-09-09,36652698
2013,Octubre,Quindio,6,6751944,38826934,6752,10,01,2013-10-10,38826934
2013,Noviembre,Quindio,6,4466588,25051452,4467,11,01,2013-11-11,25051452
2013,Diciembre,Quindio,6,7373275,40516258,7373,12,01,2013-12-12,40516258
2014,Enero,Quindio,6,5419075,30143350,5419,01,01,2014-01-01,30143350
2014,Febrero,Quindio,6,6698424,38557659,6698,02,01,2014-02-02,38557659
2014,Marzo,Quindio,6,3791654,23707628,3792,03,01,2014-03-03,23707628
2014,Abril,Quindio,6,5469981,35505183,5470,04,01,2014-04-04,35505183
2014,Mayo,Quindio,6,4003734,31188853,4004,05,01,2014-05-05,31188853
2014,Junio,Quindio,6,4969441,40742446,4969,06,01,2014-06-06,40742446
2014,Julio,Quindio,6,5126582,40296891,5127,07,01,2014-07-07,40296891
2014,Agosto,Quindio,6,5900352,49700161,5900,08,01,2014-08-08,49700161
2014,Septiembre,Quindio,6,5416309,47487360,5416,09,01,2014-09-09,47487360
2014,Octubre,Quindio,6,6486450,60808932,6486,10,01,2014-10-10,60808932
2014,Noviembre,Quindio,6,7153010,69042090,7153,11,01,2014-11-11,69042090
2014,Diciembre,Quindio,6,5320861,53796507,5321,12,01,2014-12-12,53796507
2015,Enero,Quindio,6,7605559,80982436,7606,01,01,2015-01-01,80982436
2015,Febrero,Quindio,6,7616003,75783407,7616,02,01,2015-02-02,75783407
2015,Marzo,Quindio,6,6776048,70376541,6776,03,01,2015-03-03,70376541
2015,Abril,Quindio,6,4598446,42861910,4598,04,01,2015-04-04,42861910
2015,Mayo,Quindio,6,6634130,57275126,6634,05,01,2015-05-05,57275126
2015,Junio,Quindio,6,5443435,47421842,5443,06,01,2015-06-06,47421842
2015,Julio,Quindio,6,6869006,64500802,6869,07,01,2015-07-07,64500802
2015,Agosto,Quindio,6,6195564,61581962,6196,08,01,2015-08-08,61581962
2015,Septiembre,Quindio,6,8764005,88570627,8764,09,01,2015-09-09,88570627
2015,Octubre,Quindio,6,6096582,55408968,6097,10,01,2015-10-10,55408968
2015,Noviembre,Quindio,6,6085098,57752818,6085,11,01,2015-11-11,57752818
2015,Diciembre,Quindio,6,6764650,65603178,6765,12,01,2015-12-12,65603178
2016,Enero,Quindio,6,6370590,62469846,6371,01,01,2016-01-01,62469846
2016,Febrero,Quindio,6,7263251,73984944,7263,02,01,2016-02-02,73984944
2016,Marzo,Quindio,6,4655824,46454664,4656,03,01,2016-03-03,46454664
2016,Abril,Quindio,6,8220478,73275181,8220,04,01,2016-04-04,73275181
2016,Mayo,Quindio,6,4138869,38096647,4139,05,01,2016-05-05,38096647
2016,Junio,Quindio,6,6119117,56800101,6119,06,01,2016-06-06,56800101
2016,Julio,Quindio,6,4971937,49092953,4972,07,01,2016-07-07,49092953
2016,Agosto,Quindio,6,4494975,45334629,4495,08,01,2016-08-08,45334629
2016,Septiembre,Quindio,6,6583098,65830768,6583,09,01,2016-09-09,65830768
2016,Octubre,Quindio,6,5691558,58556126,5692,10,01,2016-10-10,58556126
2016,Noviembre,Quindio,6,6403183,71358499,6403,11,01,2016-11-11,71358499
2016,Diciembre,Quindio,6,12399880,144123126,12400,12,01,2016-12-12,144123126
2017,Enero,Quindio,6,6743140,76620150,6743,01,01,2017-01-01,76620150
2017,Febrero,Quindio,6,6022791,64476604,6023,02,01,2017-02-02,64476604
2017,Marzo,Quindio,6,6818686,73740605,6819,03,01,2017-03-03,73740605
2017,Abril,Quindio,6,5709776,60041035,5710,04,01,2017-04-04,60041035
2017,Mayo,Quindio,6,3228994,35107102,3229,05,01,2017-05-05,35107102
2017,Junio,Quindio,6,2271135,23165727,2271,06,01,2017-06-06,23165727
2017,Julio,Quindio,6,6572820,68182090,6573,07,01,2017-07-07,68182090
2017,Agosto,Quindio,6,5502279,56142127,5502,08,01,2017-08-08,56142127
2017,Septiembre,Quindio,6,8312051,88391533,8312,09,01,2017-09-09,88391533
2017,Octubre,Quindio,6,6443319,68652073,6443,10,01,2017-10-10,68652073
2017,Noviembre,Quindio,6,4832514,49235423,4833,11,01,2017-11-11,49235423
2017,Diciembre,Quindio,6,4945153,50227594,4945,12,01,2017-12-12,50227594
2018,Enero,Quindio,6,8986468,86252121,8986,01,01,2018-01-01,86252121
2018,Febrero,Quindio,6,4060820,39001372,4061,02,01,2018-02-02,39001372
2018,Marzo,Quindio,6,5746528,53459411,5747,03,01,2018-03-03,53459411
2018,Abril,Quindio,6,6791858,61350025,6792,04,01,2018-04-04,61350025
2018,Mayo,Quindio,6,6063142,57946243,6063,05,01,2018-05-05,57946243
2010,Enero,VC,7,1816637,15788148,1817,01,01,2010-01-01,15788148
2010,Febrero,VC,7,1890764,17215068,1891,02,01,2010-02-02,17215068
2010,Marzo,VC,7,1921473,17557751,1921,03,01,2010-03-03,17557751
2010,Abril,VC,7,1772637,17550467,1773,04,01,2010-04-04,17550467
2010,Mayo,VC,7,1648090,16818411,1648,05,01,2010-05-05,16818411
2010,Junio,VC,7,2920813,26034636,2921,06,01,2010-06-06,26034636
2010,Julio,VC,7,1646530,15466242,1647,07,01,2010-07-07,15466242
2010,Agosto,VC,7,1634157,14963121,1634,08,01,2010-08-08,14963121
2010,Septiembre,VC,7,2221479,19926973,2221,09,01,2010-09-09,19926973
2010,Octubre,VC,7,1729553,16255514,1730,10,01,2010-10-10,16255514
2010,Noviembre,VC,7,2155938,21200381,2156,11,01,2010-11-11,21200381
2010,Diciembre,VC,7,2858446,29316736,2858,12,01,2010-12-12,29316736
2011,Enero,VC,7,2766217,28382881,2766,01,01,2011-01-01,28382881
2011,Febrero,VC,7,799248,8795848,799,02,01,2011-02-02,8795848
2011,Marzo,VC,7,1934293,23755212,1934,03,01,2011-03-03,23755212
2011,Abril,VC,7,1955743,23349865,1956,04,01,2011-04-04,23349865
2011,Mayo,VC,7,1242786,15657774,1243,05,01,2011-05-05,15657774
2011,Junio,VC,7,1197725,14307372,1198,06,01,2011-06-06,14307372
2011,Julio,VC,7,642639,7997323,643,07,01,2011-07-07,7997323
2011,Agosto,VC,7,1101167,13714090,1101,08,01,2011-08-08,13714090
2011,Septiembre,VC,7,784127,10776239,784,09,01,2011-09-09,10776239
2011,Octubre,VC,7,2665015,31610170,2665,10,01,2011-10-10,31610170
2011,Noviembre,VC,7,2286009,26501257,2286,11,01,2011-11-11,26501257
2011,Diciembre,VC,7,2259352,26125271,2259,12,01,2011-12-12,26125271
2012,Enero,VC,7,776890,9856797,777,01,01,2012-01-01,9856797
2012,Febrero,VC,7,1511778,17507643,1512,02,01,2012-02-02,17507643
2012,Marzo,VC,7,1441002,14748637,1441,03,01,2012-03-03,14748637
2012,Abril,VC,7,595018,6597808,595,04,01,2012-04-04,6597808
2012,Mayo,VC,7,754259,8011627,754,05,01,2012-05-05,8011627
2012,Junio,VC,7,952113,8153269,952,06,01,2012-06-06,8153269
2012,Julio,VC,7,1144444,11260597,1144,07,01,2012-07-07,11260597
2012,Agosto,VC,7,1272702,11393862,1273,08,01,2012-08-08,11393862
2012,Septiembre,VC,7,781796,8767045,782,09,01,2012-09-09,8767045
2012,Octubre,VC,7,1774114,14797456,1774,10,01,2012-10-10,14797456
2012,Noviembre,VC,7,1757445,14227233,1757,11,01,2012-11-11,14227233
2012,Diciembre,VC,7,2734689,21451322,2735,12,01,2012-12-12,21451322
2013,Enero,VC,7,1563847,11715910,1564,01,01,2013-01-01,11715910
2013,Febrero,VC,7,1754623,13258323,1755,02,01,2013-02-02,13258323
2013,Marzo,VC,7,1245286,8799912,1245,03,01,2013-03-03,8799912
2013,Abril,VC,7,1375130,9866846,1375,04,01,2013-04-04,9866846
2013,Mayo,VC,7,1658737,11738790,1659,05,01,2013-05-05,11738790
2013,Junio,VC,7,799727,6412283,800,06,01,2013-06-06,6412283
2013,Julio,VC,7,1947287,13032178,1947,07,01,2013-07-07,13032178
2013,Agosto,VC,7,1855878,13444170,1856,08,01,2013-08-08,13444170
2013,Septiembre,VC,7,2892224,18214081,2892,09,01,2013-09-09,18214081
2013,Octubre,VC,7,1859506,11897922,1860,10,01,2013-10-10,11897922
2013,Noviembre,VC,7,2974231,19482145,2974,11,01,2013-11-11,19482145
2013,Diciembre,VC,7,1806717,12515622,1807,12,01,2013-12-12,12515622
2014,Enero,VC,7,844876,5518985,845,01,01,2014-01-01,5518985
2014,Febrero,VC,7,1731906,14902124,1732,02,01,2014-02-02,14902124
2014,Marzo,VC,7,1624789,12412575,1625,03,01,2014-03-03,12412575
2014,Abril,VC,7,2859739,21087656,2860,04,01,2014-04-04,21087656
2014,Mayo,VC,7,2921384,25649290,2921,05,01,2014-05-05,25649290
2014,Junio,VC,7,1040653,8910893,1041,06,01,2014-06-06,8910893
2014,Julio,VC,7,2398467,34497000,2398,07,01,2014-07-07,34497000
2014,Agosto,VC,7,2421569,20830835,2422,08,01,2014-08-08,20830835
2014,Septiembre,VC,7,2700530,24210540,2701,09,01,2014-09-09,24210540
2014,Octubre,VC,7,3092876,28596215,3093,10,01,2014-10-10,28596215
2014,Noviembre,VC,7,2741683,27381085,2742,11,01,2014-11-11,27381085
2014,Diciembre,VC,7,3307800,36978303,3308,12,01,2014-12-12,36978303
2015,Enero,VC,7,2184222,23736963,2184,01,01,2015-01-01,23736963
2015,Febrero,VC,7,1263079,14789298,1263,02,01,2015-02-02,14789298
2015,Marzo,VC,7,1613659,18731934,1614,03,01,2015-03-03,18731934
2015,Abril,VC,7,3866917,39117205,3867,04,01,2015-04-04,39117205
2015,Mayo,VC,7,3070176,27118526,3070,05,01,2015-05-05,27118526
2015,Junio,VC,7,1645690,15630036,1646,06,01,2015-06-06,15630036
2015,Julio,VC,7,1482648,16303284,1483,07,01,2015-07-07,16303284
2015,Agosto,VC,7,3977658,38969580,3978,08,01,2015-08-08,38969580
2015,Septiembre,VC,7,3274804,35574831,3275,09,01,2015-09-09,35574831
2015,Octubre,VC,7,1978760,19341776,1979,10,01,2015-10-10,19341776
2015,Noviembre,VC,7,1468518,16602374,1469,11,01,2015-11-11,16602374
2015,Diciembre,VC,7,4341716,46913185,4342,12,01,2015-12-12,46913185
2016,Enero,VC,7,998769,10605388,999,01,01,2016-01-01,10605388
2016,Febrero,VC,7,2922499,31373233,2922,02,01,2016-02-02,31373233
2016,Marzo,VC,7,2303670,24272912,2304,03,01,2016-03-03,24272912
2016,Abril,VC,7,6302229,59467046,6302,04,01,2016-04-04,59467046
2016,Mayo,VC,7,2662168,26415047,2662,05,01,2016-05-05,26415047
2016,Junio,VC,7,3291900,31503383,3292,06,01,2016-06-06,31503383
2016,Julio,VC,7,1851374,17587727,1851,07,01,2016-07-07,17587727
2016,Agosto,VC,7,2428935,25944238,2429,08,01,2016-08-08,25944238
2016,Septiembre,VC,7,4099698,44861510,4100,09,01,2016-09-09,44861510
2016,Octubre,VC,7,2084516,23917851,2085,10,01,2016-10-10,23917851
2016,Noviembre,VC,7,2395362,29333047,2395,11,01,2016-11-11,29333047
2016,Diciembre,VC,7,5630710,63097611,5631,12,01,2016-12-12,63097611
2017,Enero,VC,7,2663960,29624436,2664,01,01,2017-01-01,29624436
2017,Febrero,VC,7,3983541,45206090,3984,02,01,2017-02-02,45206090
2017,Marzo,VC,7,5820131,66917481,5820,03,01,2017-03-03,66917481
2017,Abril,VC,7,4123455,45418677,4123,04,01,2017-04-04,45418677
2017,Mayo,VC,7,2068771,25786900,2069,05,01,2017-05-05,25786900
2017,Junio,VC,7,1211952,14780688,1212,06,01,2017-06-06,14780688
2017,Julio,VC,7,4503264,50601969,4503,07,01,2017-07-07,50601969
2017,Agosto,VC,7,2867769,32739042,2868,08,01,2017-08-08,32739042
2017,Septiembre,VC,7,3894897,42115701,3895,09,01,2017-09-09,42115701
2017,Octubre,VC,7,3699637,40848633,3700,10,01,2017-10-10,40848633
2017,Noviembre,VC,7,4407154,46530057,4407,11,01,2017-11-11,46530057
2017,Diciembre,VC,7,2455243,24694589,2455,12,01,2017-12-12,24694589
2018,Enero,VC,7,4753932,46992822,4754,01,01,2018-01-01,46992822
2018,Febrero,VC,7,2530197,26521221,2530,02,01,2018-02-02,26521221
2018,Marzo,VC,7,4059259,42091320,4059,03,01,2018-03-03,42091320
2018,Abril,VC,7,3794253,36367531,3794,04,01,2018-04-04,36367531
2018,Mayo,VC,7,2168562,22725101,2169,05,01,2018-05-05,22725101
2010,Enero,Tolima,8,916694,9027278,917,01,01,2010-01-01,9027278
2010,Febrero,Tolima,8,1547306,13951099,1547,02,01,2010-02-02,13951099
2010,Marzo,Tolima,8,1142407,10715008,1142,03,01,2010-03-03,10715008
2010,Abril,Tolima,8,1479604,13367965,1480,04,01,2010-04-04,13367965
2010,Mayo,Tolima,8,2228882,18810396,2229,05,01,2010-05-05,18810396
2010,Junio,Tolima,8,2552680,22559299,2553,06,01,2010-06-06,22559299
2010,Julio,Tolima,8,1865274,18212229,1865,07,01,2010-07-07,18212229
2010,Agosto,Tolima,8,1658694,16715505,1659,08,01,2010-08-08,16715505
2010,Septiembre,Tolima,8,1095033,11779241,1095,09,01,2010-09-09,11779241
2010,Octubre,Tolima,8,983816,11603717,984,10,01,2010-10-10,11603717
2010,Noviembre,Tolima,8,1379051,15279069,1379,11,01,2010-11-11,15279069
2010,Diciembre,Tolima,8,1905311,23488479,1905,12,01,2010-12-12,23488479
2011,Enero,Tolima,8,1819940,18523846,1820,01,01,2011-01-01,18523846
2011,Febrero,Tolima,8,2166097,26012405,2166,02,01,2011-02-02,26012405
2011,Marzo,Tolima,8,1558348,20841891,1558,03,01,2011-03-03,20841891
2011,Abril,Tolima,8,1116234,14268138,1116,04,01,2011-04-04,14268138
2011,Mayo,Tolima,8,562654,10760981,563,05,01,2011-05-05,10760981
2011,Junio,Tolima,8,1798291,24204309,1798,06,01,2011-06-06,24204309
2011,Julio,Tolima,8,734659,8491183,735,07,01,2011-07-07,8491183
2011,Agosto,Tolima,8,2390143,27704975,2390,08,01,2011-08-08,27704975
2011,Septiembre,Tolima,8,1562977,20060287,1563,09,01,2011-09-09,20060287
2011,Octubre,Tolima,8,679932,8873741,680,10,01,2011-10-10,8873741
2011,Noviembre,Tolima,8,2620500,30813137,2621,11,01,2011-11-11,30813137
2011,Diciembre,Tolima,8,1851800,23152251,1852,12,01,2011-12-12,23152251
2012,Enero,Tolima,8,2491380,28721273,2491,01,01,2012-01-01,28721273
2012,Febrero,Tolima,8,2493222,26812381,2493,02,01,2012-02-02,26812381
2012,Marzo,Tolima,8,2252566,23583644,2253,03,01,2012-03-03,23583644
2012,Abril,Tolima,8,1551150,18187385,1551,04,01,2012-04-04,18187385
2012,Mayo,Tolima,8,2791116,27914227,2791,05,01,2012-05-05,27914227
2012,Junio,Tolima,8,4587370,41943800,4587,06,01,2012-06-06,41943800
2012,Julio,Tolima,8,3560818,30416217,3561,07,01,2012-07-07,30416217
2012,Agosto,Tolima,8,4115929,34043946,4116,08,01,2012-08-08,34043946
2012,Septiembre,Tolima,8,1347340,13038887,1347,09,01,2012-09-09,13038887
2012,Octubre,Tolima,8,2910289,25928993,2910,10,01,2012-10-10,25928993
2012,Noviembre,Tolima,8,2243900,19388425,2244,11,01,2012-11-11,19388425
2012,Diciembre,Tolima,8,1505341,12575034,1505,12,01,2012-12-12,12575034
2013,Enero,Tolima,8,1136824,10705643,1137,01,01,2013-01-01,10705643
2013,Febrero,Tolima,8,2369031,20181978,2369,02,01,2013-02-02,20181978
2013,Marzo,Tolima,8,1457420,11621982,1457,03,01,2013-03-03,11621982
2013,Abril,Tolima,8,2105305,20638923,2105,04,01,2013-04-04,20638923
2013,Mayo,Tolima,8,2269105,20978322,2269,05,01,2013-05-05,20978322
2013,Junio,Tolima,8,1778327,17782037,1778,06,01,2013-06-06,17782037
2013,Julio,Tolima,8,2686721,24248689,2687,07,01,2013-07-07,24248689
2013,Agosto,Tolima,8,2904274,22316410,2904,08,01,2013-08-08,22316410
2013,Septiembre,Tolima,8,2500111,19695179,2500,09,01,2013-09-09,19695179
2013,Octubre,Tolima,8,2253369,16150938,2253,10,01,2013-10-10,16150938
2013,Noviembre,Tolima,8,2846253,17802237,2846,11,01,2013-11-11,17802237
2013,Diciembre,Tolima,8,1743785,11965468,1744,12,01,2013-12-12,11965468
2014,Enero,Tolima,8,2187493,14052878,2188,01,01,2014-01-01,14052878
2014,Febrero,Tolima,8,3297518,21825420,3298,02,01,2014-02-02,21825420
2014,Marzo,Tolima,8,2177920,18257493,2178,03,01,2014-03-03,18257493
2014,Abril,Tolima,8,1615575,13826246,1616,04,01,2014-04-04,13826246
2014,Mayo,Tolima,8,4162287,35076026,4162,05,01,2014-05-05,35076026
2014,Junio,Tolima,8,2920891,25783504,2921,06,01,2014-06-06,25783504
